label,text,conversation
Ariake,Yuugure's all grown up now. When I stand next to her you can't even tell who's the older sister anymore! Ehehe,393
Ariake,Wish I got as big an upgrade to my ability to take care of people as I did to my firepower. It's not just Yuugure it's practically the entire 27th Destroyer Division I just can't keep up with all of them.,394
Ariake,Good work~ Here's your tea~,394
Ariake,Hope everyone enjoys the oodles of balloons I made for this party! Yeah I'm sure the little girls will love 'em!,395
Ariake,Yuugure it's not every day we get to attend a party like this so you should show off your stuff! Besides you look super cute in your dress. Right? See~?,395
Ariake,If we tied a balloon to Shiratsuyu she wouldn't get lost easily right? After all we'd be able to see it from anywhere.,396
Ariake,Who's been going around telling kids that you can fly if you tie a bunch of balloons together? Hatsushimo can you stop giving them strange ideas?,396
Ariake,You want to be my dance partner? Ah um! Sure if you're fine with that.,397
Ariake,Phew Time for a little break,397
Arizona,Even me?  Thank you very much!,398
Arizona,I've become calmer now,398
Arizona,Uh- Let's pretend that it didn't happen alright?,399
Arizona,Here's the list but Are the physical rewards really that important?,399
Arizona,It's great to be back safe and sound.,400
Arizona,I will protect everyone!,400
Arizona,This time I will protect all that I want!,401
Arizona,No more Just this once please let me have it my way,401
Arizona,This time I'll protect everyone!,402
Arizona,I can't cry! I have to cry for happy times!,402
Arizona,I wonder where I truly belong?,403
Arizona,Ahh Apologies. I was thinking about something sad again,403
Arizona,Thank you for always listening to me I've been feeling much better now,404
Arizona,I won't let that day happen again' you say? Thank you. Those are the words that resonated with my heart the most in my life I believe in you!,404
Arizona,This day was practically made for you wasn't it? You're always making all of us smile so I hope today I can *sniff* Damnit I said I wouldn't cry anymore but I can't stop the tears of happiness from coming out Sorry 'bout that,405
Arizona,Here borrow my handkerchief. Heehee Is it really that moving to see me smile? I think you and Pennsylvania are just being dramatic. I suppose Yeah. I'm going to try to smile every day until you both feel used to it.,405
Arizona,I heard these clothes are from the Dragon Empery but they're a bit Umm it's not that I dislike them but the thought of you seeing me in them is rather embarrassing B-but it's not like I'm going to start crying,406
Arizona,My desire to protect my friends has been made possible here. Hehe of course I'll continue to give it my all.,406
Arizona,Both in the past and present being able to help your friends in various ways outside of battle is something to be happy about. Hm? You feel happy just from being with me?,407
Arizona,If wearing this outfit means I can help my friends make wonderful memories I don't mind doing it.,407
Arizona,Do you think I should try to learn some dance steps from a real dancer? Would it be okay if I asked California for help?,408
Arizona,Stay calm Arizona,408
Arizona,Please keep this a secret from my sister,409
Arizona,Pennsylvania? Oh it's,409
Arizona,The mission rewards have arrived. It's always nice to have extra supplies.,410
Arizona,The girls seem to be back from their commissions. Good tidings arrive on the wind.,410
Arizona,I'll give it my best shot!,411
Arizona,Dancing might not be my strong suit but I know how to fight!,411
Arizona,Time to evacuate? Understood!,412
Arkhangelsk,To your desk! Chop-chop! Let's get through today's tasks quickly!,412
Arkhangelsk,You can lead the fleet as a whole but in the field I'll take command. By covering for each other victory will be certain. Having said that I wouldn't mind being the one to make decisions around the port every now and then~,413
Arkhangelsk,It's delightful to see you're still excelling Lady Warspite. You live up to your name as a royal knight.,413
Arkhangelsk,While I'm far from the only Northern Parliament battleship at this port I strive to be the best. Those aren't empty words – I mean it!,414
Arkhangelsk,Have you finished your work? Ready to start on the next task? That's the spirit. Once that's done we're onto the next and then the next after that!,414
Arkhangelsk,Being excessively polite is no different from simply being rude. Speak to me as you would any other.,415
Arkhangelsk,Wh-what are you doing–?!,415
Arkhangelsk,Attention: the mission has been completed! Spasíbo! I'm pleased you did them before I had to.,416
Arkhangelsk,Attention: a letter has arrived! It's for you. Do give it a read.,416
Arkhangelsk,So you've returned. Now you must reflect on your battle review your results and inspect your ships for damage But first have some tea while it's still warm.,417
Arkhangelsk,Attention: the commission team has returned! Now to pour something that warms the body – not tea but vodka.,417
Arkhangelsk,How about a complete modernization and retrofit next time hmm?,418
Arkhangelsk,The battlefield knows only one sovereign - me!,418
Arkhangelsk,Victory is mine. Heh not that I ever had any doubts about the outcome.,419
Arkhangelsk,All ships withdraw! You haven't seen the last of us!,419
Arkhangelsk,Brace for some revolutionary swordsmanship!,420
Arkhangelsk,My maintenance is lacking? Impossible!,420
Arkhangelsk,You're a disgrace to your position! Apply yourself!,421
Arkhangelsk,Hoho. This is what I wanted to see. An occasion this special calls for more ladylike behavior Or rather that I return your affection. Of course I gladly accept! I trust you with my future – take good care of it!,421
Arkhangelsk,As Warspite informed me today is a day of giving chocolate to people. That being the case why don't we go give everyone a hand? After all you need tea with your chocolate if you want it to taste the best. Heehee~,422
Arkhangelsk,With you commanding even in the field and me offering advice on the fleet's course – yes the port has a bright future ahead of it. Hehehe~,422
Arkhangelsk,How my abilities are put to use is for you to determine. I have no doubt you'll make the right call.,423
Arkhangelsk,Need advice? I can offer mine only if you'll rely on me!,423
Arkhangelsk,I'm not sure what to say about this,424
Arkhangelsk,Attention: new missions have come in. I suggest taking a gander at them.,424
Arkhangelsk,Mission complete! That's created some time for us to go on a date.,425
Arkhangelsk,Would you please tell me ahead of time when you want me to switch from soldier to lady mode? It's hard to dote on you at the drop of a hat – I'm not used to that. As an aside would you like to go on a date? Hehehe. Expect me to make the first move for as long as I'm not used to doting on you.,425
Arkhangelsk,Your choice treasure now belongs to master thief Arkhangelsk! Think you can arrest me? Then stop gawking and come get me!,426
Arkhangelsk,I'll be taking this treasure if you don't mind! Heheh! Royal Navy grace with Northern Parliament dexterity is not a combination to be trifled with.,426
Arkhangelsk,Our next objective is to Ah we have to bring this over to Kiev to finish our mission. Nice and easy.,427
Arkhangelsk,Despite my appearance the fact is that I am a soldier with knowledge of everything from avoiding security to moving stealthily. Shipgirls usually aren't proficient in those? I mean Doesn't it vary from person to person?,427
Arkhangelsk,You're coming in loud and clear! What do you need?,428
Arkhangelsk,Eek!,428
Asashio,I'd like to stay here forever But at this rate I won't be able to find Arashio.,429
Asashio,Happiness is a full belly and a good night's sleep.,429
Asashio,Don't worry I am not afraid anymore!,430
Asashio,What a weird feeling,430
Asashio,The mission rewards can I use them to buy something to eat?,431
Asashio,Shall I go through the email for you? Maybe there's a letter from Arashio,431
Asashio,Isn't it about time to welcome the others back?,432
Asashio,I think it'd be better to mount another anti-air gun.,432
Asashio,Anti-air preparations is everything in place?,433
Asashio,It seems that I accidentally did something awesome,433
Asashio,If only I had upgraded my anti-air equipment a bit more,434
Asashio,This time I won't fail again!,434
Asashio,The situation seems to not be ideal.,435
Asashio,Arashio Where are you?,435
Asashio,Every time I look out into the horizon memories of that time come flooding back to me,436
Asashio,My feelings for you have grown stronger since last year. This is more than just love chocolate What do you call chocolate that's gone to the next level? (Asashio approaches you with chocolate in hand.),436
Asashio,Did you sleep well and have enough to eat? Good good that's what I want to hear. Pat pat,437
Asashio,The mission rewards Let's bring some along for Ooshio.,437
Asashio,New mail Should I try singing it aloud like Michishio does?,438
Asashio,My name is Asashio and I just transferred here today. Pleased to meet you Even though I might not be able to get caught up with the course work Mr. Kitty and I will do our best.,438
Asashio,I wonder if I can find Arashio here at school?,439
Asashio,How nice it'd be to go to school with Arashio,439
Asashio,Mr. Kitty always likes to rub against peoples' legs.,440
Asashio,*yawn*It feels nice to take a nap during class but I probably shouldn't right?,440
Asashio,Even though we can't have a tea party during the winter it's fun to sit around and chat with everyone inside the kotatsu.,441
Asashio,Hold hands? Okay.,441
Asashio,There are still letters coming in even though it's New Year's day.,442
Asashio,Shall I give you a shoulder massage since you've been working so hard? Rub rub Does that feel good?,442
Asashio,Um Michishio chose this outfit Arashio picked out this hair accessory and Ooshio chose this anklet Do you think they look good on me?,443
Asashio,The fact that all of us used to be separated but can all come together to prepare for a show like this is a dream come true,443
Asashio,The long and fluttery sleeves are beautiful aren't they?,444
Asashio,It's hard to dance like this,444
Ashigara,Let your victories not be decided by the strength of your equipment but by your abilities. That is what Myoukou taught me.,445
Ashigara,Let those who think of the Sakura Empire also think of your name? Hmm Yes that is a goal that I indeed have been working towards.,445
Ashigara,I got this from Myoukou. I often record what she says so I can listen to her words when I have free time. Eh? Is that weird?,446
Ashigara,Ack! U-um I need to ask Myoukou about what I should do in this situation,446
Ashigara,Yes! With this I'm full of energy!,447
Ashigara,Everyone advance! The fortunes of war are with us!,447
Ashigara,N-not bad I suppose *blushes*,448
Ashigara,I I can keep fighting!,448
Ashigara,I'll cut you all down!,449
Ashigara,This is the hour of reckoning! Chaaarge!!,449
Ashigara,U-um.. I'm not very dexterous but I'd like you to have this origami crane that I made though I'm not sure you can really call it a crane. I've always wanted to do something like this,450
Ashigara,Haguro would probably object to me giving you chocolate but I just had to do it. Plus last year I didn't get a chance So do you like it? Thanks to Haguro I didn't go totally overboard,450
Ashigara,You'd like to train with me? Of course! Even dressed like this I have no intention of losing!,451
Ashigara,It's hard to put my hair up like this Thanks to Myoukou's help I was somehow able to manage,451
Ashigara,This is how you do the lap pillow thing right? I heard that it would help you recover from fatigue,452
Ashigara,My appearances shouldn't affect my combat performance In any case let's advance!,452
Ashigara,The cool pristine waves splashing across my skin What a comforting sensation.,453
Ashigara,I originally planned to bring headphones to listen to the soothing sound of Myoukou's Err I meant to say music! But it might be more calming to just listen to the waves.,453
Ashigara,Under the azure skies the seagulls and crabs also thrive the summer seaside also has life of its own.,454
Ashigara,Myoukou I brought my training equipment. Today's regimen is Oh I don't need it today?,454
Ashigara,I heard there are lots of crabs hiding on this beach. I wonder if I can snag a couple,455
Astoria,I'm not very smart so I'll pass on the complicated stuff but when it comes to life advice I'm your gal!,455
Astoria,New Orleans sure matured into a fine big sister. What a gal!,456
Astoria,What's up? What is it?,456
Astoria,Sitting for too long is no good. After you finish your work why don't we go for a change in pace?,457
Astoria,There's new mail~ Comander you're quite the popular one~,457
Astoria,I won't let you harm the people who are important to me!,458
Astoria,Hehe I'm pretty capable aren't I~,458
Astoria,Even I can get serious when it's do or die!,459
Astoria,Everyone go get 'em!,459
Astoria,I'm getting a little pissed off I know I said you can rely on me more but,460
Astoria,I'm not as nice as you take me for,460
Astoria,I get along with my sisters very well and like them a whole lot But sometimes I just can't help thinking what if we were called the Astoria-class instead,461
Astoria,Love is equal?  Ehehe you're always thinking about me that makes me very happy~ However here's what you don't understand: if you truly like someone then these kinds of things don't matter at all.,461
Astoria,Today's horoscope says Romance five stars?! Like no way~!,462
Astoria,Club activities? Ahaha I think I have a date with my sofa today,462
Astoria,Oh welcome back. Wanna go for some grub?,463
Astoria,Come on in sugar! Ahaha~ Not used to being greeted that way I bet.,463
Astoria,It's soooo hard to memorize everyone's preferences Don't get me wrong this job's still pretty fun. Just gotta keep at it!,464
Astoria,I had my doubts about this outfit. Thought it was a bit too skimpy but seeing as there's only girls in the fleet I guess it's fine?,464
Astoria,Vincennes! You're not fooling me with that innocent look when you just nuzzled my tiddies!,465
Astoria,Poker? I know the rules but I'm dumb and suck at it. Just don't make fun of me for that.,465
Astoria,Eep! Hey watch it! I nearly dropped the bottle!,466
Astoria,Here's the drink you ordered sugar!,466
Astoria,Bad customers don't deserve good service!,467
Atago,Welcome back! What should we do today?,467
Atago,You shouldn't ask about a maiden's weight so casually~ *giggles*,468
Atago,It seems like my shoulders are always sore,468
Atago,Hup! A little bug got into the room. You didn't see it? I'm confident in my good eyesight.,469
Atago,Oh my~ Are you going to give me a massage?,469
Atago,You can touch me even more if you'd like but there's no saying what might happen next *giggles*,470
Atago,Missions have been updated. Don't forget to take a look!,470
Atago,Mission complete! I wonder what rewards we will get~?,471
Atago,Ara~ new mail? I wonder who it's from.,471
Atago,The commission fleet is back! Let's go give them a warm welcome.,472
Atago,Naughty children need to be punished~,472
Atago,Oh my this is a bit troublesome,473
Atago,Oh my how should I torment you today?,473
Atago,Looks like big sis needs to get a little serious.,474
Atago,Hehe~ Now that you have my chocolate  is there anywhere special you want to go on our date? You thought I'd let you go so easily after you took your big sister's chocolates?,474
Atago,How many times have we spent Valentine's Day together like this? Hehe you belong to your big sister so we should be spending every day together not just Valentine's Just kidding. Though if that was actually possible you have no idea happy I'd be~,475
Atago,There are so many girls ready to give you chocolate that your big sister decided to go small this year. To make up for it I'll be with you aaall day tomorrow and do anything you want. I hope you understand Heehee!,475
Atago,Even though I would be more than glad to allow you to feast your eyes upon me forever you do need to get your work done~,476
Atago,Dar~ling if you continue like this I won't be able to hold back any more~ Hehe just kidding~,476
Atago,Surely you must be tired. Come take a nap in big sister's lap~,477
Atago,I've calmed down compared to before? Well that's because I know that you'd never leave my side hehe~ Well then come into my loving embrace~,477
Atago,Phew it sure is hot during the summer. Eh? Why is your face all red? Are you having heat stroke?,478
Atago,Kendo sword and sunglasses Takao did you really come here for vacation?,478
Atago,Running commissions in this kind of heat is no easy feat. Let’s go properly reward our hardworking girls.,479
Atago,Just the two of us enjoying the solace of winter together doesn't it set just the right mood?,479
Atago,It'd be nice if going to school could teach Takao to soften up her uptight personality,480
Atago,Hehe misbehaving students will have to be punished~,480
Atago,So you want big sister to be your fleet queen? You got it. But you'd better give it your all out there or else I'll be upset with you!,481
Atago,I'm pretty sure it was on purpose but these clothes are very revealing Hehehe. Big sister thinks it's cute when you're honest like this.,481
Atago,Me being the fleet's showgirl isn't this much to be expected~?,482
Atlanta,Mgh don't touch me like that My big sister image would be ruined!,482
Atlanta,*Eek* W-what are you doing?!,483
Atlanta,Our mission rewards have arrived. I'll give my share of the rewards to my little sisters.,483
Atlanta,You've got new mail! I wonder if any of the messages are from my sisters,484
Atlanta,Let me handle things from now on!,484
Atlanta,I'll show you what the tons-of-guns doctrine is really worth!,485
Atlanta,All targets eliminated. Requesting new mission!,485
Atlanta,Argh this is bad My big sister image is ruined,486
Atlanta,It's on now!,486
Atlanta,Sometimes I'm happy that I'm not actually your big sister,487
Atlanta,Being a big sister isn't just about looking like one you need to have the personality of one as well. That's why you can depend on me all you want~!,487
Atlanta,The bigger the better don't you think? Hey! What are you staring at?! Gee sorry for not being big enough I guess!,488
Atlanta,Are you fond of assertive big sister type characters? That is to say someone like me,488
Atlanta, Huh? You want me to take the initiative? O-o-o-o-of course I don't mind! I-I mean I'm your big sister after all so it's my job to guide you!,489
Atlanta,Thank you From now on I'll What? You'd prefer it if I took the initiative and gave it to you instead? Y-you have a point Okay then should we do it again from the start?,489
Atlanta,My chocolate is a little different this year. Can you figure out what it is? If you get it right I will grant you one wish! Come on time is ticking! Fiiive fooour threee twooo ooone,490
August_von_Parseval,Quiet you Your arrival has merely made my aide a little wary. Pay it no mind.,490
August_von_Parseval,Yes resist me. I look forward to seeing your reaction when you realize that all your struggling has been for naught.,491
August_von_Parseval,What does being my familiar entail? You shall learn in due time.,491
August_von_Parseval,You're awfully quiet Have you given up already? Obedience does not amuse me.,492
August_von_Parseval,What do you seek to learn from the Unhulde?,492
August_von_Parseval,You let your urges take control of you Fine. Revel in the bliss of your inevitable pathetic defeat.,493
August_von_Parseval,I can't imagine you'll falter in the face of such simple trials. Or missions as you call them.,493
August_von_Parseval,Mission complete. Congratulations. Another small step towards that alluring dangerous climax.,494
August_von_Parseval,There's a letter for you. I command you to read it at once.,494
August_von_Parseval,Your commission team underlings have returned. You know what to do now yes?,495
August_von_Parseval,Improving the base principles.,495
August_von_Parseval,Bow before me!,496
August_von_Parseval,I've achieved the victory you desired. It wasn't so hard.,496
August_von_Parseval,For every victor there must also be a loser,497
August_von_Parseval,There is no escaping me.,497
August_von_Parseval,tis too soon to start mourning for me.,498
August_von_Parseval,I have nothing to say to those who cannot fight.,498
August_von_Parseval,Zeppelin and I both know what you are. An insignificant insect trying to defy your destiny. Having said that I believe a soul like you isn't meant to blindly accept their destiny.,499
August_von_Parseval,I enshackled you precisely so you'd want to rebel and make me submit to you. Why you ask? Because I've been drawn to you all along. Now show me that fearsome potential that sleeps within you.,499
August_von_Parseval,People cannot say no to their hearts. Much like I cannot refute my love for you you cannot deny your feelings for me. That is the link that binds us together.,500
August_von_Parseval,So you seized the chance to subjugate me first. Yes you are at your brightest when you kick and scream in the cage known as love. Allow yourself to be bound to me and amuse me for all eternity Darling.,500
August_von_Parseval,Open your mouth. To be clear I am not giving you chocolate – I am feeding you it as my familiar. Perhaps you'll awaken from this dream perhaps you won't Either way this sweetness shall be proof of your submission.,501
August_von_Parseval,Welcome my familiar. Come hither close your eyes and surrender yourself to me. Heehee if you wish to struggle that's fine too – though I doubt you'll last long. The day has just begun and I will wait as long as it takes to lure you into my saccharine dream.,501
August_von_Parseval,My hair is a mess There we go. No I don't need a hand. I am here to serve you in this fleeting dream of yours. Enjoy it while it lasts. Hehehe.,502
August_von_Parseval,There you are my familiar and Master. I'm curious to see how you'll attempt to defy and make use of me today.,502
August_von_Parseval,Order me around as you please. A lowly maid deserves no pity or modesty from her defiant conqueror.,503
August_von_Parseval,You will never subjugate me if you get complacent in your temporary position. You desire permanence but we shall inevitably return to the status quo.,503
August_von_Parseval,I know your disposition Master. Simply watching from a distance does not satisfy you.,504
August_von_Parseval,You wish that I step on you? What a bizarre command,504
August_von_Parseval,Yes Master?,505
August_von_Parseval,Yes use your maid to satisfy all your desires Master.,505
August_von_Parseval,Mgh Yes do whatever you please,506
August_von_Parseval,Check your mail,506
August_von_Parseval,Welcome back Master. You may give me any order you desire Anything you want,507
August_von_Parseval,This new power is no dream.,507
August_von_Parseval,Keep on struggling through this ceaseless dream.,508
August_von_Parseval,This is the victory you wished for Master. Hehehe.,508
August_von_Parseval,I suppose my unfamiliarity with this role is to blame.,509
Aurora,My name symbolises the break of dawn. Ehehe~ Do you feel more energetic from seeing me?,509
Aurora,Dragon Empery? Oh it's a great place. Mm for example,510
Aurora,Even though I don't mind if you stare at me please do your work properly~,510
Aurora,Some mission rewards had not yet been collected so I retrieved them in your stead.,511
Aurora,There's new mail shall I read it aloud for you?,511
Aurora,Good work. Please take some time to relax.,512
Aurora,May we be blessed with victory~,512
Aurora,It seems I have not yet become accustomed to the battlefield,513
Aurora,Light of dawn illuminate our path!,513
Aurora,A rose by any name would smell as sweet. Whether I am called Aurora the Goddess of Dawn or even Chongqing I am still the same me. Yes I will always be at your side.,514
Aurora,I've adorned your office with more than just roses Azaleas peonies cyclamen carnations Is it not better to foster a warm and harmonious atmosphere?,514
Aurora,Elegance grace and strength of spirit I must work harder in order to become your supporting pillar.,515
Aurora,A lively festival can be quite enjoyable but there's also value in relaxing in a spacious room.,515
Aurora,Do you know what the embroidery here means? Hehe~,516
Aurora,Well done. Which would you like rose saffron or mint tea?,516
Aurora,The way you're staring at me are you waiting for me to remind you to welcome the others back? Hehe~,517
Aurora,My outfit is a bit surprising? Ehehe from now on you'll learn more and more about a different side of me~,517
Aurora,If you're tired why don't you enjoy a mandarin while listening to me read a story?,518
Aurora,Eh? What's the matter? Ah I was just thinking it'd be great if things could stay like this next year and the year after that and forever more,518
Aurora,The pigeons always seem to gather to the sound of music. Hehe turns out that they're hungry.,519
Aurora,Are you tired of working? Well is there anything you'd like to listen to?,519
Aurora,What kind of performance should I prepare for today? I have too many things to choose from,520
Aurora,The operas are just a glimpse of the Dragon Empery's five thousand rich years of culture and history As a ship with a deep connection with the Dragon Empery I hope to share the charm of these ancient traditions with many more people!,520
Aurora,One of the specialities of Sichuan opera is something called mask changing. It lets you quickly portray different emotions or even different characters. Hehe it took a lot of practice to be able to do this.,521
Aurora,Behind each minute on the stage is ten years of practice. The Dragon Empery's old adages are quite thought-provoking,521
Aurora,What are these weapons for? Um right now I mostly play the flower girl character but I hope to be able to play some warriors too! Hehe~,522
Avrora,For combat to be the sole purpose of my existence is a strange and novel feeling.,522
Avrora,I have a big heart? Thanks for the compliment.,523
Avrora,Bears? They’re pretty cute. I used to raise one.,523
Avrora,I’m not cold though~,524
Avrora,You should express your feelings in a more passionate manner.,524
Avrora,A new mission! I'm more excited than I should be.,525
Avrora,Here are your well-deserved rewards.,525
Avrora,This mail has traveled a long way to get here. Please read it.,526
Avrora,I feel like I could lift an entire bear! Hehe,526
Avrora,Victory lies ahead!,527
Avrora,We must remember the sacrifices that made this victory possible,527
Avrora,The Revolution shall not cease its march.,528
Avrora,Within the light of dawn are spilled blood and raging flames,528
Avrora,My hometown? It’s very beautiful. Although if you want to go there you would need to be prepared for the cold. Me? I’ll be fine even without clothes. Hehe want proof?,529
Avrora,While some camps seem to be enjoying the footsteps of spring the Northern Parliament is still very much cold~ There's no need to use refrigerators to keep chocolate cool—all you need to do is cover it before leaving it slightly outside your window and it becomes like this And with that my chocolate is complete  Please enjoy it with some vodka to help wash it down it'll help keep your body warm~,529
Avrora,Monopolizing your time without asking anybody else makes me feel a little guilty but There's something rather exciting about being able to give you chocolate without anyone else bothering us. Heehee do you like it when I act a bit more mischievous~?,530
Avrora,I am Avrora the princess bound within this tower by a cruel fate My beloved please come for me soon,530
Avrora,Roleplaying as a damsel in distress is rather new and exciting. Hehe~,531
Avrora,This building's ambience and lighting are just right. Heehee~,531
Avrora,I won't surrender myself to fate. I pray that the light of dawn will reach even this dark place.,532
Avrora,Even if my knight in shining armor was to come they probably wouldn't be able to get past the bears Just kidding~,532
Avrora,The captured princess was toyed with by her tormentors Something like that won't happen to me right?,533
Avrora,May freedom soon dawn upon this land,533
Avrora,The coming of dawn is yet deferred,534
Avrora,Muahaha Now these streets belong to me Sorry I bit my tongue Hmm getting into this role is quite difficult for me after all.,534
Avrora,Who's on the hit list today? Umm give me a moment I have to go over the script again,535
Avrora,You think I make a pretty good mafia boss? Mikasa and Gangut were laughing their heads off saying I wasn't cut out for the role,535
Avrora,I'll bring revolution to these streets with a single shot! Umm wait right now I'm supposed to be Right I'm a bad girl now.,536
Avrora,Who's that over there Kronshtadt? I-is she okay?!,536
Avrora,Those who stand in my way will face unbearable punishment! Come here Pirožkí I'm going to give you a biiiig hug~,537
Avrora,We've got a new job. How exciting~ Ah let's see what we have here this time Heh heh. That's how I should be responding right?,537
Avrora,The rewards are in. Here you've earned it. Heh heh~,538
Avrora,News from our top-secret contact? Let's hurry up and check.,538
Avrora,Muahaha Get 'em girls!,539
Avrora,Looks like we got busted,539
Ayanami,I've inspected the communication equipment. It won't cause any more problems,540
Ayanami,Uuu it ticklesa bit.,540
Ayanami,I don't really get it but I'm a bit happy,541
Ayanami,The rewards for the previous mission are here.,541
Ayanami,There's new mail,542
Ayanami,My power is overflowing,542
Ayanami,MVP? I don't really get it but thanks.,543
Ayanami,It's okay I'll recover quickly.,543
Ayanami,Bear witness to the true power of the Demo,544
Ayanami,I don't want to be alone,544
Ayanami,I don't really want to get any closer.,545
Ayanami,If there's one thing that worries me it would be when you are not at my side.,545
Ayanami,Rest assured This time no matter what happens I'll survive and return to you because I'll always want to see you again,546
Ayanami,Want to spend Valentine's Day gaming? Okay I'll bring potato chips in addition to the chocolate Yes this makes Ayanami happy.,546
Ayanami,Being with everyone makes me happy so I want to be able to stay together,547
Ayanami,If it is for everyone's sake I am willing to become the Demon.,547
Ayanami,I'm not sure I understand the meaning of these clothes but since you'd like me to wear them I don't mind,548
Ayanami,Everyone was staring at me so excitedly I'm not used to this,548
Ayanami,This feels a bit weird after all But if you like it I don't mind,549
Ayanami,Are these sweets? Thank you. I will try them.,549
Ayanami,There are fun things outside of combat and training too,550
Ayanami,If I stand on this pumpkin lantern will I be closer to reaching the skies?,550
Ayanami,I think I like this costume.,551
Ayanami,Tonight I am not a demon but a witch!,551
Ayanami,When I put on my headphones the music flows and washes away everything in the world except you,552
Ayanami,I'm somewhat looking forward to today's rewards,552
Ayanami,Training and commissions there<i>s no time to slack off</i,553
Ayanami,This song fits the battlefield well.,553
Ayanami,As long as you're smiling What does that mean?,554
Ayanami,This outfit feels light and easy to move in not bad at all Very cute? Um thank you,554
Ayanami,What is this ding-a-ling sound? It reminds me of our New Year back home,555
Ayanami,Training to be a waitress is something that Ayanami has never experienced before. It's very novel yes,555
Ayanami,Javelin is always so energetic no matter what she's doing. I'm a little jealous,556
Ayanami,Being a waitress is harder work than I imagined,556
Ayanami,Would you like a special combo meal to celebrate your safe return?,557
Ayanami,Even though we were supposed to use our codenames Kaga just went and spilled the beans. It's a bit troublesome when nobody is going to use them,557
Ayanami,Those Cloak of Invisibility things that they have in the Royal Navy are really cool they make me a bit jealous,558
Ayanami,When I need help I usually turn to Shouhou or Zed. As for Fubuki she always hears me out on a variety of stuff. I'm very thankful.,558
Ayanami,This cloak that Yuubari developed for me has a function that always conceals its wearer's face. That's probably good.,559
Ayanami,They're ears not horns,559
Ayanami,The mail's been Oh the members of the maid team responsible for protecting you have already looked it over. It's fine to open it.,560
Ayanami,This power is for the sake of protecting my friends!,560
Ayanami,I'll show you the power of Ayanami and her friends!,561
Ayanami,The concealment function that Yuubari added was not very useful,561
Ayanami,Z23 is always looking out for us Even though she has her own schedule to worry about she always helps us manage ours.,562
Ayanami,Fubuki seems to also be doing idol training. We should go see her in a little bit.,562
Ayanami,I never knew that there were so many things to do as an idol. I'm getting all fired up.,563
Ayanami,If I imagine performances to be like battles and think of the audience as enemies Err wait that's not going to work.,563
Ayanami,An idol's duty is to protect everyone's smiles!,564
Ayanami,Victory pose. Yeah.,564
Ayanami,During holidays everyone always has lots of fun. Of course Ayanami is also having lots of fun,565
Ayanami,Fubuki seems to have drawn Misfortune at the fortune-telling shrine but she doesn't really seem to mind Me? Small blessing. I'm glad.,565
Ayanami,New Year's outfits are very pretty but they're hard to move around in Ayanami still isn't used to it yet,566
Ayanami,Snowflakes are very beautiful but they melt as soon as they land in your palm.,566
Ayanami,New Year's isn't complete without ozoni. It's piping hot. Please have some if you'd like.,567
Ayanami,Ayanami isn't cold.,567
Ayanami,Please do not mess up my clothes Otherwise Ayanami would not know how to fix them,568
Ayanami,During New Year's there are many interesting-looking events. Ayanami would like to try going to some,568
Ayanami,What I'd like to do this year? I'd like to continue being with you as well as my friends That doesn't count? Um in that case I'd like to watch the petals with you during the spring? Is that better?,569
Ayanami,To get rid of my nerves maybe I should try releasing the †Force† like that one person taught me Is that a bad idea?,569
Ayanami,Ah! Ayanami is awake now,570
Ayanami,Let us go with grace and elegance.,570
Ayanami,I'll become the life of the party! I'm sure Fubuki would say something like that.,571
Ayanami,I can't let it end like this!,571
Ayanami,I've inspected the voicechat equipment. It won't cause any more problems,572
Ayanami,If Ayanami dies the fate of the villagers falls upon the ghost gamer,572
Ayanami,I have a feeling Little Bel is the best gamer among the Royal Maids,573
Ayanami,Could you turn up the AC please? If the room stays this hot Ayanami will evaporate,573
Ayanami,Is this gamer fuel for me? Thank you.,574
Ayanami,Well done on that battle. Ayanami has a battle to return to as well.,574
Ayanami,V for victory. From Ayanami.,575
Ayanami,Rigging activate!,575
Ayanami,I have equipped a full set of Dragon Empery Wuxia gear yes. It may not look as cool as the in-game version but this pleases the Ayanami. Heh.,576
Ayanami,Using qing-gong to fly into the air or firing huge sword beams I don't know about other people but Ayanami can't do stuff like that,576
Ayanami,Just changing into this outfit makes me feel like I'm much stronger at melee combat. It's just a feeling though yes,577
Ayanami,Ayanami's stats are well-rounded. Javelin put all her points into external kung-fu and Z23 put all hers into internal kung-fu. Those are crappy builds.,577
Ayanami,Akatsuki seems to be observing me with great interest I think I should explain things to her before there's some weird misunderstanding,578
Ayanami,If this was the real deal all the nearby flora would have turned into sharp blades But since this is just Ayanami's rigging that's not happening I guess.,578
Ayanami,This is a breach of etiquette I guess?,579
Ayanami,Your rewards are here yes. Don't forget to check them.,579
Ayanami,Commission complete. It's time to repair and resupply up.,580
Ayanami,Kurogane Greatsword: Hullbreaker-Style!,580
Ayanami,The lonesome and tragic Ayanami continues her journey unable to find a single worthy foe.,581
Ayanami,This doesn't seem to work in IRL battles,581
Ayanami,Welcome. Ayanami will be taking your order yes. Will this be dine-in or to-go? I would personally recommend the cola.,582
Ayanami,Ayanami messed up the order once I thought Zed would chew me out but she ended up encouraging me instead,582
Ayanami,If you're not sure what to order Laffey's favorite Teriyaki Twisters Zed's recommended french fries and cola make a great combo.,583
